序号,分部名称,子分部名称,分项名称,默认验收批次,指标名称,整改建议,问题级别,整改天数
186,安全生产,防火,用气管理,"楼栋,层,分层,分户,地下室,室外,标段",气瓶无防震圈、防护帽的,,一般,7
187,安全生产,防火,用气管理,"楼栋,层,分层,分户,地下室,室外,标段",乙炔瓶使用或存放时平放的,,一般,7
188,安全生产,防火,用气管理,"楼栋,层,分层,分户,地下室,室外,标段",气瓶存放不符合要求的,,一般,7
189,文明施工,工完场清,材料、垃圾清理,"楼栋,层,分层,分户,地下室,室外,标段",楼层内材料和建筑垃圾未清理（结构未拆模楼层及施工电梯未安装楼层除外）,,一般,7
190,文明施工,工完场清,材料、垃圾清理,"楼栋,层,分层,分户,地下室,室外,标段","室外垃圾,未设置垃圾池，未及时清理、外运",,一般,7
191,文明施工,工完场清,材料、垃圾清理,"楼栋,层,分层,分户,地下室,室外,标段",外架及安全平网上堆积垃圾未及时清理,,一般,7
192,文明施工,工完场清,扬尘,"楼栋,层,分层,分户,地下室,室外,标段",场地扬尘控制措施不到位，有扬尘,,一般,7
193,文明施工,工完场清,楼层施工用水,"楼栋,层,分层,分户,地下室,室外,标段",楼层常流施工用水,,一般,7
194,文明施工,工完场清,地下室积水,"楼栋,层,分层,分户,地下室,室外,标段",地下室存在积水（明水），截水沟、集水沟积水，未及时清理,,一般,7
195,文明施工,工完场清,临时卫生间,"楼栋,层,分层,分户,地下室,室外,标段",现场未设置临时卫生间或卫生环境差，楼层及地下室内存在大小便,,一般,7
196,文明施工,外架,安全网,"楼栋,层,分层,分户,地下室,室外,标段",安全网破损、污染,,一般,7
197,文明施工,外架,标识牌,"楼栋,层,分层,分户,地下室,室外,标段",未悬挂楼栋号、楼层号标识牌,,一般,7
198,文明施工,外架,楼栋密封,"楼栋,层,分层,分户,地下室,室外,标段",安全网悬挂进度滞后，漏挂、少挂,,一般,7
199,文明施工,外架,验收,"楼栋,层,分层,分户,地下室,室外,标段",外架验收牌未悬挂或缺失,,一般,7
200,文明施工,材料堆放,材料堆放,"楼栋,层,分层,分户,地下室,室外,标段",现场材料随意摆放，未分区集中堆放的,,一般,7
201,文明施工,材料堆放,材料堆放,"楼栋,层,分层,分户,地下室,室外,标段",材料堆放区之间或材料堆放区与其他功能区之间未设置有效分隔,,一般,7
202,文明施工,材料堆放,材料堆放,"楼栋,层,分层,分户,地下室,室外,标段",材料堆放和保护的措施不合理、明确未标识材料名称、规格、产地,,一般,7
203,文明施工,工地大门施工通道场地围合道路硬化,工地大门,"楼栋,层,分层,分户,地下室,室外,标段",无车辆清洗设施或不能正常使用,,一般,7
204,文明施工,工地大门施工通道场地围合道路硬化,工地大门,"楼栋,层,分层,分户,地下室,室外,标段",施工大门没有按照公司要求设置，非电动门未设置中海地产CI标识，或标识破损、污染严重、不清晰,,一般,7
205,文明施工,工地大门施工通道场地围合道路硬化,工地大门,"楼栋,层,分层,分户,地下室,室外,标段",工地大门无出入管理措施，未单独设置人行出口，并配备出入道闸,,一般,7
206,文明施工,工地大门施工通道场地围合道路硬化,场地围合,"楼栋,层,分层,分户,地下室,室外,标段",施工围墙或围挡未按照公司或营销要求设置标识,,一般,7
207,文明施工,工地大门施工通道场地围合道路硬化,场地围合,"楼栋,层,分层,分户,地下室,室外,标段",施工场地未封闭或封闭不连续，人员随意出入,,一般,7
208,文明施工,工地大门施工通道场地围合道路硬化,场地围合,"楼栋,层,分层,分户,地下室,室外,标段",临路围墙或围挡污染严重，围墙基础积水或泥泞,,一般,7
209,文明施工,工地大门施工通道场地围合道路硬化,场地围合,"楼栋,层,分层,分户,地下室,室外,标段",不同标段之间未围合封闭,,一般,7
210,文明施工,工地大门施工通道场地围合道路硬化,道路硬化,"楼栋,层,分层,分户,地下室,室外,标段",道路未人车分流,,一般,7
211,文明施工,工地大门施工通道场地围合道路硬化,道路硬化,"楼栋,层,分层,分户,地下室,室外,标段",道路坡度、排水措施不到位，道路积水的,,一般,7
212,文明施工,工地大门施工通道场地围合道路硬化,道路硬化,"楼栋,层,分层,分户,地下室,室外,标段",施工道路宽度不合理，路面破损，污染严重,,一般,7
213,文明施工,集中加工区,钢筋加工区,"楼栋,层,分层,分户,地下室,室外,标段",位置规划不合理，未进行有效功能区分割、防护不到位、安全标识未设置或不清晰,,一般,7
214,文明施工,集中加工区,木工加工机,"楼栋,层,分层,分户,地下室,室外,标段",位置规划不合理，未进行有效功能区分割、防护不到位、安全标识未设置或不清晰,,一般,7
215,文明施工,集中加工区,砂浆搅拌区,"楼栋,层,分层,分户,地下室,室外,标段",位置规划不合理，未进行有效功能区分割、防护不到位、安全标识未设置或不清晰,,一般,7
216,文明施工,文字标识,文字标识,"楼栋,层,分层,分户,地下室,室外,标段",塔吊末端安装中海地产CI标识,,一般,7
217,文明施工,文字标识,文字标识,"楼栋,层,分层,分户,地下室,室外,标段",工地出入口位置五牌一图（七牌一图）不齐全,,一般,7
218,文明施工,文字标识,文字标识,"楼栋,层,分层,分户,地下室,室外,标段",未设置重大危险源公示牌,,一般,7
219,文明施工,现场办公与住宿,文字标识,"楼栋,层,分层,分户,地下室,室外,标段",施工作业区、材料存放区与办公、生活区未采取隔离措施,,一般,7
220,文明施工,现场办公与住宿,文字标识,"楼栋,层,分层,分户,地下室,室外,标段",办公区、生活区垃圾未及时清理，场区泥泞、积水,,一般,7
